sensor_id,sensor_type,location,lat,lon,timestamp,P1,durP1,ratioP1,P2,durP2,ratioP2
21152,SDS011,10734,44.792,20.482,2023-05-22T00:01:04,5.9,,,3.42,,
21152,SDS011,10734,44.792,20.482,2023-05-22T00:03:32,6.1,,,3.7,,
21152,SDS011,10734,44.792,20.482,2023-05-22T00:05:59,8.65,,,4.2,,
21152,SDS011,10734,44.792,20.482,2023-05-22T00:08:26,9.07,,,4.53,,
21152,SDS011,10734,44.792,20.482,2023-05-22T00:10:55,8.45,,,4.28,,
21152,SDS011,10734,44.792,20.482,2023-05-22T00:13:21,10.45,,,4.4,,
21152,SDS011,10734,44.792,20.482,2023-05-22T00:15:48,9.27,,,4.78,,
21152,SDS011,10734,44.792,20.482,2023-05-22T00:18:15,5.38,,,3.47,,
21152,SDS011,10734,44.792,20.482,2023-05-22T00:20:42,6.9,,,4.05,,
21152,SDS011,10734,44.792,20.482,2023-05-22T00:23:12,12.5,,,4.78,,
21152,SDS011,10734,44.792,20.482,2023-05-22T00:25:40,5.88,,,3.83,,
21152,SDS011,10734,44.792,20.482,2023-05-22T00:28:26,5.68,,,3.6,,
21152,SDS011,10734,44.792,20.482,2023-05-22T00:30:54,16.55,,,3.7,,
21152,SDS011,10734,44.792,20.482,2023-05-22T00:33:20,5.85,,,3.88,,
21152,SDS011,10734,44.792,20.482,2023-05-22T00:35:47,5.38,,,3.5,,
21152,SDS011,10734,44.792,20.482,2023-05-22T00:38:30,5.65,,,3.88,,
21152,SDS011,10734,44.792,20.482,2023-05-22T00:41:01,4.88,,,3.15,,
21152,SDS011,10734,44.792,20.482,2023-05-22T00:43:29,4.28,,,3.17,,
21152,SDS011,10734,44.792,20.482,2023-05-22T00:45:56,8,,,3.47,,
21152,SDS011,10734,44.792,20.482,2023-05-22T00:48:23,8.4,,,3.47,,
21152,SDS011,10734,44.792,20.482,2023-05-22T00:50:50,10.13,,,3.88,,
21152,SDS011,10734,44.792,20.482,2023-05-22T00:53:19,5.53,,,3.2,,
21152,SDS011,10734,44.792,20.482,2023-05-22T00:55:47,9.02,,,4.5,,
21152,SDS011,10734,44.792,20.482,2023-05-22T00:58:15,8.63,,,4.8,,
21152,SDS011,10734,44.792,20.482,2023-05-22T01:00:43,7.72,,,4.35,,
21152,SDS011,10734,44.792,20.482,2023-05-22T01:03:12,7.8,,,4.5,,
21152,SDS011,10734,44.792,20.482,2023-05-22T01:05:40,6.7,,,4.22,,
21152,SDS011,10734,44.792,20.482,2023-05-22T01:08:07,7.1,,,4.05,,
21152,SDS011,10734,44.792,20.482,2023-05-22T01:10:35,8.02,,,4.05,,
21152,SDS011,10734,44.792,20.482,2023-05-22T01:18:51,7,,,4,,
21152,SDS011,10734,44.792,20.482,2023-05-22T01:21:22,6.22,,,3.97,,
21152,SDS011,10734,44.792,20.482,2023-05-22T01:32:19,10.57,,,4.68,,
21152,SDS011,10734,44.792,20.482,2023-05-22T01:34:47,5,,,3.9,,
21152,SDS011,10734,44.792,20.482,2023-05-22T01:37:17,9.27,,,3.78,,
21152,SDS011,10734,44.792,20.482,2023-05-22T01:39:45,8.4,,,3.78,,
21152,SDS011,10734,44.792,20.482,2023-05-22T01:42:12,4.2,,,3.3,,
21152,SDS011,10734,44.792,20.482,2023-05-22T01:44:39,6.95,,,3.92,,
21152,SDS011,10734,44.792,20.482,2023-05-22T01:47:06,7.22,,,3.92,,
21152,SDS011,10734,44.792,20.482,2023-05-22T01:49:33,6.95,,,4.4,,
21152,SDS011,10734,44.792,20.482,2023-05-22T01:52:21,8.55,,,4.6,,
21152,SDS011,10734,44.792,20.482,2023-05-22T01:54:54,9.43,,,4.4,,
21152,SDS011,10734,44.792,20.482,2023-05-22T01:57:27,6.85,,,4.43,,
21152,SDS011,10734,44.792,20.482,2023-05-22T02:00:02,8.93,,,4.43,,
21152,SDS011,10734,44.792,20.482,2023-05-22T02:02:35,9.7,,,5.28,,
21152,SDS011,10734,44.792,20.482,2023-05-22T02:05:03,5.82,,,4,,
21152,SDS011,10734,44.792,20.482,2023-05-22T02:07:31,7.78,,,4.2,,
21152,SDS011,10734,44.792,20.482,2023-05-22T02:09:58,6.1,,,3.85,,
21152,SDS011,10734,44.792,20.482,2023-05-22T02:12:26,11.05,,,4.35,,
21152,SDS011,10734,44.792,20.482,2023-05-22T02:14:53,7.8,,,3.72,,
21152,SDS011,10734,44.792,20.482,2023-05-22T02:17:20,7.2,,,4.65,,
21152,SDS011,10734,44.792,20.482,2023-05-22T02:19:47,9.85,,,4.2,,
21152,SDS011,10734,44.792,20.482,2023-05-22T02:22:14,11.57,,,4.25,,
21152,SDS011,10734,44.792,20.482,2023-05-22T02:24:41,6.25,,,3.83,,
21152,SDS011,10734,44.792,20.482,2023-05-22T02:27:09,6.1,,,4.22,,
21152,SDS011,10734,44.792,20.482,2023-05-22T02:29:35,5.38,,,3.95,,
21152,SDS011,10734,44.792,20.482,2023-05-22T02:32:02,5.72,,,3.85,,
21152,SDS011,10734,44.792,20.482,2023-05-22T02:34:29,6.38,,,3.97,,
21152,SDS011,10734,44.792,20.482,2023-05-22T02:37:00,11.35,,,4.1,,
21152,SDS011,10734,44.792,20.482,2023-05-22T02:39:30,6.55,,,4.38,,
21152,SDS011,10734,44.792,20.482,2023-05-22T02:41:56,7.05,,,3.88,,
21152,SDS011,10734,44.792,20.482,2023-05-22T02:44:23,8.68,,,3.75,,
21152,SDS011,10734,44.792,20.482,2023-05-22T02:46:49,7.25,,,4.15,,
21152,SDS011,10734,44.792,20.482,2023-05-22T02:49:16,5.2,,,3.63,,
21152,SDS011,10734,44.792,20.482,2023-05-22T02:51:42,6.5,,,4.65,,
21152,SDS011,10734,44.792,20.482,2023-05-22T02:54:13,6.22,,,3.88,,
21152,SDS011,10734,44.792,20.482,2023-05-22T02:56:41,7.35,,,4.3,,
21152,SDS011,10734,44.792,20.482,2023-05-22T02:59:09,10.48,,,4.25,,
21152,SDS011,10734,44.792,20.482,2023-05-22T03:01:35,6.93,,,4.53,,
21152,SDS011,10734,44.792,20.482,2023-05-22T03:04:04,8.63,,,4.1,,
21152,SDS011,10734,44.792,20.482,2023-05-22T03:06:31,5.3,,,3.67,,
21152,SDS011,10734,44.792,20.482,2023-05-22T03:09:00,6.25,,,4.4,,
21152,SDS011,10734,44.792,20.482,2023-05-22T03:11:32,9.2,,,5.13,,
21152,SDS011,10734,44.792,20.482,2023-05-22T03:13:58,9.9,,,4.45,,
21152,SDS011,10734,44.792,20.482,2023-05-22T03:16:25,6.65,,,4.28,,
21152,SDS011,10734,44.792,20.482,2023-05-22T03:19:06,6.57,,,4.5,,
21152,SDS011,10734,44.792,20.482,2023-05-22T03:21:34,7.37,,,5.33,,
21152,SDS011,10734,44.792,20.482,2023-05-22T03:24:02,7.55,,,4,,
21152,SDS011,10734,44.792,20.482,2023-05-22T03:26:29,8.75,,,4.4,,
21152,SDS011,10734,44.792,20.482,2023-05-22T03:29:12,9.8,,,4.4,,
21152,SDS011,10734,44.792,20.482,2023-05-22T03:31:38,10.02,,,4.7,,
21152,SDS011,10734,44.792,20.482,2023-05-22T03:34:05,6.22,,,4.03,,
21152,SDS011,10734,44.792,20.482,2023-05-22T03:36:32,6.47,,,4.03,,
21152,SDS011,10734,44.792,20.482,2023-05-22T03:38:59,7.95,,,4.63,,
21152,SDS011,10734,44.792,20.482,2023-05-22T03:41:27,7.1,,,4.3,,
21152,SDS011,10734,44.792,20.482,2023-05-22T03:43:54,9.32,,,4.55,,
21152,SDS011,10734,44.792,20.482,2023-05-22T03:46:20,6.57,,,4.28,,
21152,SDS011,10734,44.792,20.482,2023-05-22T03:48:48,5.9,,,3.9,,
21152,SDS011,10734,44.792,20.482,2023-05-22T03:51:14,9.35,,,3.75,,
21152,SDS011,10734,44.792,20.482,2023-05-22T03:53:45,8.48,,,3.8,,
21152,SDS011,10734,44.792,20.482,2023-05-22T03:56:11,7.7,,,4.28,,
21152,SDS011,10734,44.792,20.482,2023-05-22T03:58:38,8.13,,,4.2,,
21152,SDS011,10734,44.792,20.482,2023-05-22T04:01:05,7.82,,,4.5,,
21152,SDS011,10734,44.792,20.482,2023-05-22T04:03:32,7.82,,,4.6,,
21152,SDS011,10734,44.792,20.482,2023-05-22T04:05:58,7.68,,,4.68,,
21152,SDS011,10734,44.792,20.482,2023-05-22T04:08:25,8.5,,,4.45,,
21152,SDS011,10734,44.792,20.482,2023-05-22T04:10:52,15.57,,,4.55,,
21152,SDS011,10734,44.792,20.482,2023-05-22T04:13:19,8.7,,,5.5,,
21152,SDS011,10734,44.792,20.482,2023-05-22T04:15:46,10.68,,,5.03,,
21152,SDS011,10734,44.792,20.482,2023-05-22T04:18:13,12.25,,,5.35,,
21152,SDS011,10734,44.792,20.482,2023-05-22T04:20:40,8.05,,,4.55,,
21152,SDS011,10734,44.792,20.482,2023-05-22T04:23:08,7.72,,,4.9,,
21152,SDS011,10734,44.792,20.482,2023-05-22T04:25:35,5.72,,,4.32,,
21152,SDS011,10734,44.792,20.482,2023-05-22T04:28:02,12.1,,,4.35,,
21152,SDS011,10734,44.792,20.482,2023-05-22T04:30:29,9,,,5.2,,
21152,SDS011,10734,44.792,20.482,2023-05-22T04:32:59,10.68,,,5.15,,
21152,SDS011,10734,44.792,20.482,2023-05-22T04:35:27,8.98,,,5.82,,
21152,SDS011,10734,44.792,20.482,2023-05-22T04:37:55,7.97,,,4.95,,
21152,SDS011,10734,44.792,20.482,2023-05-22T04:40:22,11.63,,,5.57,,
21152,SDS011,10734,44.792,20.482,2023-05-22T04:42:49,8.88,,,4.95,,
21152,SDS011,10734,44.792,20.482,2023-05-22T04:45:19,9.52,,,5.28,,
21152,SDS011,10734,44.792,20.482,2023-05-22T04:47:51,10.82,,,5.05,,
21152,SDS011,10734,44.792,20.482,2023-05-22T04:50:18,14.65,,,5.55,,
21152,SDS011,10734,44.792,20.482,2023-05-22T04:52:46,13.23,,,5.75,,
21152,SDS011,10734,44.792,20.482,2023-05-22T04:55:13,14.23,,,5.93,,
21152,SDS011,10734,44.792,20.482,2023-05-22T04:57:40,10.82,,,5.43,,
21152,SDS011,10734,44.792,20.482,2023-05-22T05:00:10,14.27,,,5.7,,
21152,SDS011,10734,44.792,20.482,2023-05-22T05:02:38,12.55,,,4.95,,
21152,SDS011,10734,44.792,20.482,2023-05-22T05:05:05,8.5,,,4.78,,
21152,SDS011,10734,44.792,20.482,2023-05-22T05:07:35,9.32,,,5.2,,
21152,SDS011,10734,44.792,20.482,2023-05-22T05:10:03,8.13,,,5.45,,
21152,SDS011,10734,44.792,20.482,2023-05-22T05:12:31,7.1,,,4.63,,
21152,SDS011,10734,44.792,20.482,2023-05-22T05:14:58,8.8,,,4.68,,
21152,SDS011,10734,44.792,20.482,2023-05-22T05:17:52,9.95,,,4.97,,
21152,SDS011,10734,44.792,20.482,2023-05-22T05:20:19,9.68,,,4.6,,
21152,SDS011,10734,44.792,20.482,2023-05-22T05:22:45,8.63,,,5.18,,
21152,SDS011,10734,44.792,20.482,2023-05-22T05:25:12,11.68,,,5.4,,
21152,SDS011,10734,44.792,20.482,2023-05-22T05:27:39,8.5,,,5.18,,
21152,SDS011,10734,44.792,20.482,2023-05-22T05:30:06,11.75,,,5.57,,
21152,SDS011,10734,44.792,20.482,2023-05-22T05:32:34,12.82,,,5.68,,
21152,SDS011,10734,44.792,20.482,2023-05-22T05:35:01,8.95,,,5.38,,
21152,SDS011,10734,44.792,20.482,2023-05-22T05:37:28,9.7,,,4.82,,
21152,SDS011,10734,44.792,20.482,2023-05-22T05:39:54,8.6,,,4.65,,
21152,SDS011,10734,44.792,20.482,2023-05-22T05:42:21,13.98,,,5.3,,
21152,SDS011,10734,44.792,20.482,2023-05-22T05:44:48,7.35,,,4.7,,
21152,SDS011,10734,44.792,20.482,2023-05-22T05:47:15,9.8,,,5.32,,
21152,SDS011,10734,44.792,20.482,2023-05-22T05:49:43,10.23,,,5.78,,
21152,SDS011,10734,44.792,20.482,2023-05-22T05:52:09,11.75,,,4.72,,
21152,SDS011,10734,44.792,20.482,2023-05-22T05:54:36,6.82,,,4.1,,
21152,SDS011,10734,44.792,20.482,2023-05-22T05:57:03,8.95,,,4.53,,
21152,SDS011,10734,44.792,20.482,2023-05-22T05:59:29,7.93,,,5.03,,
21152,SDS011,10734,44.792,20.482,2023-05-22T06:01:57,7.05,,,4.5,,
21152,SDS011,10734,44.792,20.482,2023-05-22T06:04:24,7.93,,,4,,
21152,SDS011,10734,44.792,20.482,2023-05-22T06:06:53,10.98,,,4.5,,
21152,SDS011,10734,44.792,20.482,2023-05-22T06:09:22,7.28,,,4.28,,
21152,SDS011,10734,44.792,20.482,2023-05-22T06:11:49,9.88,,,4.55,,
21152,SDS011,10734,44.792,20.482,2023-05-22T06:14:17,8.45,,,4.65,,
21152,SDS011,10734,44.792,20.482,2023-05-22T06:16:44,9.55,,,4.88,,
21152,SDS011,10734,44.792,20.482,2023-05-22T06:19:11,9.07,,,5.1,,
21152,SDS011,10734,44.792,20.482,2023-05-22T06:21:38,10,,,4.45,,
21152,SDS011,10734,44.792,20.482,2023-05-22T06:24:05,10.4,,,4.65,,
21152,SDS011,10734,44.792,20.482,2023-05-22T06:26:32,6.82,,,4.3,,
21152,SDS011,10734,44.792,20.482,2023-05-22T06:28:58,6.13,,,4.2,,
21152,SDS011,10734,44.792,20.482,2023-05-22T06:31:25,6.18,,,4.03,,
21152,SDS011,10734,44.792,20.482,2023-05-22T06:33:53,8.77,,,4.82,,
21152,SDS011,10734,44.792,20.482,2023-05-22T06:36:20,6.7,,,4.55,,
21152,SDS011,10734,44.792,20.482,2023-05-22T06:38:47,8.13,,,4.63,,
21152,SDS011,10734,44.792,20.482,2023-05-22T06:41:15,6.85,,,4.28,,
21152,SDS011,10734,44.792,20.482,2023-05-22T06:43:42,9.93,,,4.6,,
21152,SDS011,10734,44.792,20.482,2023-05-22T06:46:08,6.65,,,4.1,,
21152,SDS011,10734,44.792,20.482,2023-05-22T06:48:35,7.45,,,4.07,,
21152,SDS011,10734,44.792,20.482,2023-05-22T06:51:02,7.9,,,4.47,,
21152,SDS011,10734,44.792,20.482,2023-05-22T06:53:29,10.57,,,4.7,,
21152,SDS011,10734,44.792,20.482,2023-05-22T06:55:56,7.9,,,5,,
21152,SDS011,10734,44.792,20.482,2023-05-22T06:58:23,7.5,,,4.35,,
21152,SDS011,10734,44.792,20.482,2023-05-22T07:00:50,13.95,,,4.7,,
21152,SDS011,10734,44.792,20.482,2023-05-22T07:03:18,12.4,,,6.1,,
21152,SDS011,10734,44.792,20.482,2023-05-22T07:05:44,6.7,,,4.63,,
21152,SDS011,10734,44.792,20.482,2023-05-22T07:08:11,8.85,,,4.38,,
21152,SDS011,10734,44.792,20.482,2023-05-22T07:10:39,7.4,,,4.7,,
21152,SDS011,10734,44.792,20.482,2023-05-22T07:13:06,9.1,,,5.05,,
21152,SDS011,10734,44.792,20.482,2023-05-22T07:15:35,12.23,,,4.95,,
21152,SDS011,10734,44.792,20.482,2023-05-22T07:18:02,13.68,,,5.1,,
21152,SDS011,10734,44.792,20.482,2023-05-22T07:20:29,8,,,4.4,,
21152,SDS011,10734,44.792,20.482,2023-05-22T07:22:56,9.25,,,4.32,,
21152,SDS011,10734,44.792,20.482,2023-05-22T07:25:23,6.97,,,4.32,,
21152,SDS011,10734,44.792,20.482,2023-05-22T07:27:51,9.73,,,4.55,,
21152,SDS011,10734,44.792,20.482,2023-05-22T07:30:18,11.98,,,4.9,,
21152,SDS011,10734,44.792,20.482,2023-05-22T07:32:44,10,,,4.75,,
21152,SDS011,10734,44.792,20.482,2023-05-22T07:35:13,4.82,,,4.15,,
21152,SDS011,10734,44.792,20.482,2023-05-22T07:37:39,11.18,,,5.32,,
21152,SDS011,10734,44.792,20.482,2023-05-22T07:40:08,10.2,,,4.93,,
21152,SDS011,10734,44.792,20.482,2023-05-22T07:42:36,6.13,,,4.13,,
21152,SDS011,10734,44.792,20.482,2023-05-22T07:45:03,8.68,,,4.6,,
21152,SDS011,10734,44.792,20.482,2023-05-22T07:47:31,6.95,,,4.57,,
21152,SDS011,10734,44.792,20.482,2023-05-22T07:49:58,7.72,,,4.2,,
21152,SDS011,10734,44.792,20.482,2023-05-22T07:52:27,14.8,,,4.93,,
21152,SDS011,10734,44.792,20.482,2023-05-22T07:54:54,7.38,,,4.78,,
21152,SDS011,10734,44.792,20.482,2023-05-22T07:57:21,6.4,,,5.05,,
21152,SDS011,10734,44.792,20.482,2023-05-22T07:59:48,9.32,,,5.3,,
21152,SDS011,10734,44.792,20.482,2023-05-22T08:02:16,9.35,,,4.72,,
21152,SDS011,10734,44.792,20.482,2023-05-22T08:04:44,12.07,,,4.88,,
21152,SDS011,10734,44.792,20.482,2023-05-22T08:07:11,7.5,,,4.7,,
21152,SDS011,10734,44.792,20.482,2023-05-22T08:09:39,7.3,,,5.3,,
21152,SDS011,10734,44.792,20.482,2023-05-22T08:12:06,13.35,,,5.18,,
21152,SDS011,10734,44.792,20.482,2023-05-22T08:14:33,6.38,,,4.72,,
21152,SDS011,10734,44.792,20.482,2023-05-22T08:17:01,9.93,,,4.57,,
21152,SDS011,10734,44.792,20.482,2023-05-22T08:19:28,7.55,,,4.85,,
21152,SDS011,10734,44.792,20.482,2023-05-22T08:21:56,14.48,,,5.32,,
